45.486502,-122.788346
45.49315,-122.781021
45.498187,-122.766147
45.485943,-122.800311
45.508203,-122.781853
45.493398,-122.779628
45.430319,-122.376304
45.507621,-122.425553
45.39907,-122.618893
45.427072,-122.634159
45.462173,-122.638846
45.485396,-122.646587
45.464826,-122.699212
45.646831,-122.842918
45.519142,-122.48248
45.523094,-122.675528
45.520682,-122.674206
45.543016,-122.720828
45.562715,-122.593078
45.519052,-122.56151
45.520561,-122.675605
45.584124,-122.682725
45.495365,-122.608366
45.49775,-122.524073
45.519142,-122.499672
45.497498,-122.611177
45.583048,-122.66835
45.555384,-122.571475
45.554263,-122.574167
45.547229,-122.578746
45.484823,-122.589208
45.496918,-122.62792
45.520714,-122.674189
45.489637,-122.538196
45.548651,-122.57873
45.497765,-122.523985
45.555811,-122.600881
45.526306,-122.538833
45.595042,-122.728825
45.501585,-122.65931
45.445233,-122.732606
45.524692,-122.674466
45.535101,-122.66739
45.504448,-122.500034
45.527863,-122.537726
45.532426,-122.628865
45.519037,-122.561283
45.540098,-122.641114
45.595069,-122.728961
45.49799,-122.522849
45.549288,-122.586505
45.446442,-122.731034
45.547337,-122.578744
45.464338,-122.660285
45.583693,-122.672462
45.496601,-122.627688
45.497091,-122.634581
45.517225,-122.656367
45.504087,-122.534481
45.483836,-122.581608
45.520162,-122.537787
45.52337,-122.672388
45.562699,-122.593048
45.51222,-122.655527
45.476721,-122.557005
45.522902,-122.656249
45.562715,-122.593078
45.425788,-122.765754
45.382682,-122.753932
